V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,Class
0.05573457535531061,0.08738639987392746,0.013413278579989314,0.008931505106866642,0.0025150731091728323,0.03240827277302215,0.010792313252061394,0.003906,0.006788136685720658,0.03039450368624336,0.06246039923458732,0.0012023381359324964,0.0664700733501162,0.0037455922897191405,6.963014018431055e-05,0.0,0.024252143080113798,0.013136039318265916,0.020883742005324786,0.02527662814328476,0.002601191280296131,0.0,0.0007288196120406846,0.0,0.0024145241542612005,0.0104692925529212,0.0,0.006023132273771658,0.018956477459849685,0.010196125670914033,0.0,0.0029445252273808927,0.05272303223964215,0.0,0.04102265975790928,0.004189189748445614,0.009789626401607097,0.02736639594380266,0.0,0.0014821981421027108,0.0006462709475989199,0.03037952513980223,0.00281213488080102,0.0035693728338068837,0.02591142453285793,0.0018603026900828545,0.0,0.004488110860327178,0.002828242851479007,0.0,0.035906854709838024,0.0017267240142279918,0.013396952228709695,0.0015867319720134863,0.003344445100710822,0.0013292611374699326,0.020219716610622343,0.026846838145055747,0.027844087389620152,0.004276090095064949,0.001953,0.0005049443756534474,0.04129440335009211,0.00013213623196025345,66
0.011192149222762847,0.03288206111855039,0.015273780203355217,0.020514664047695568,0.007677322275323975,0.0009663548504266408,0.0,0.0,0.0007281879508611213,0.0049249548540012756,0.004219385409119358,0.015257995372514462,0.017651079882297006,0.02146199464108923,0.035392732647782865,0.0,0.0018421289571545845,0.01495506949478007,0.006248932830716494,0.015170228840315825,0.02720588712568374,0.006994505470516688,0.0010338464527667524,0.009199272593016186,0.03149149584114587,0.0,0.03641868660497466,0.0468029777785854,0.07602243603992644,0.006379840915462759,0.001538087815667004,0.0019804759373223454,0.001181238918222585,0.0,0.0035185738298605333,0.007311809132068548,0.025161334272553983,0.053944421640658706,0.0073440992455583625,6.910525134137661e-05,0.0034108233104630323,0.001948277390420161,0.016889309371520462,0.03869777739409603,0.030084628757801046,0.005761063160531348,0.011788758507807497,0.06278780580560885,0.028197642246673853,0.02336933820819534,0.0036312832139378764,0.017894031237559144,0.00769300842250181,0.008731220579374522,0.012693144456203601,0.0014346059308465138,0.004029965066207013,0.022565371714614726,0.05166655952317256,0.009832592235095765,0.013672,0.0014179223810492757,0.011203115940634513,0.02150044046175515,3
0.017902092213835933,0.01920062025312074,0.018451940196733622,0.028941768338151222,0.0,0.022895145411162145,0.03009661708454426,0.0,0.021783408531126362,0.031038982442782862,0.06628518437477936,0.0026619366857873962,0.41602,0.0003035759067228545,0.0049547882786817495,0.0,0.006546518846920936,0.05205420975994751,0.013776334454132077,0.013896383252667838,0.0,0.0012135558067688916,0.0,0.0,0.0014716609432757822,0.012416487214913903,0.0022842284809706454,0.0027087472158355066,0.056557180882942884,0.0625369251403802,0.0023080679365740406,0.0,0.04343891103770478,0.0,0.04214470236790898,0.020650792693984062,0.027414250094930093,0.008418888041050582,0.002331986836917765,0.0,0.015003149353810436,0.01934153314200782,0.019021580673833933,0.0033474847497410453,0.050941820265580535,0.004866984224663583,0.0078197872770728,0.0035368215568967916,0.0,0.0007529228813805894,0.01572448375855373,0.0,0.019464385411608554,0.0009284987255777334,0.02211252973313102,0.0055761931727270125,0.042147554757126414,0.016890733485769218,0.06253590401401102,0.001781408005124486,0.0,0.0011561136995879033,0.009379217758582005,0.0012411103756116895,77
0.005279276690567082,0.008797993201598525,0.0166464313809824,0.0018631731048460685,0.06007844244303263,0.0,0.009908598220559822,0.0,0.014013171821414087,0.002877649367923829,0.0008037599897738924,0.040358457128988175,0.01820251778213689,0.003552078032778539,0.04211648510761082,0.0,0.006335600272786554,0.002354135451847703,0.005398195080350703,0.009606107570171765,0.0031327329977556446,0.002113285084795272,0.0,0.0,0.003321975430620199,0.00987137087715836,0.0,0.080078,0.006312044501237931,0.022250596129695627,0.04314053813477037,0.014312975019192488,0.0018346354117684278,0.0,0.002659232512076769,0.006317807653766888,0.0013888805391184056,0.060822049367311525,0.034467168148817846,0.02009004026191954,0.05120079712565972,0.0,0.03400778582272219,0.020270850559024178,0.005029615598945976,0.04230849505194461,0.06426341223631675,0.0510817239121571,0.08949287433510086,0.0005915812551505631,0.003948654715019246,0.0,0.040785629240586305,0.029520432112763447,0.011584224182374871,0.027739722405753082,0.006227068887312306,0.0017350088702794237,0.00017183451898227127,0.004044122759769153,0.0,0.0014457842325511425,0.00901617335263111,0.0021178948560244145,17
0.0036001985682803965,0.008402107811911901,0.01651755546178551,0.004982046105926068,0.0,0.0014196676074847883,0.016219958541535788,0.0,0.0006635551320855802,0.011097357980292936,0.0007454859238631103,0.03310659881439554,0.014980314095180785,0.029311231675556746,0.03903804611771819,0.0,0.00402962983775111,0.0009802092465651837,0.008766782449744399,0.006393481166868248,0.03590032356929809,0.016355410298070788,0.000549736361344986,0.018048288026237,0.04271826236155489,0.005383124856133417,0.01926872727466699,0.013207116806838504,0.003666146160731004,0.001580669517634128,0.03019851696886201,0.013445392829970633,0.0,0.0,0.0020596707812600974,0.005334022547982836,0.007572460807912422,0.05510625235092787,0.012580509962201267,0.004968792442649155,0.0013020333849755319,0.001683934836584524,0.04312595347337157,0.0013704779970808746,0.0011756169110280247,0.020015054486632537,0.018133664667788298,0.06678625296680393,0.014645319075864801,0.04345062052357444,0.00535161118042416,0.0,0.02581845454173932,0.0013860673917928325,0.02226292290074331,0.023828046644211825,0.012387706505663398,0.0009176898829353214,0.009181809114404048,0.0007104265896477201,0.0,0.05985990502212912,0.010971353806904744,0.011910899968378675,42
0.02118627695534208,0.015098592614229633,0.011135498880729112,0.005034483300275712,0.014025596967715609,0.002814578271780092,0.026186006950908287,0.005859,0.007871996258507869,0.02225674998973153,0.0070918740736890355,0.015450815582943067,0.017983839235659577,0.0030680273056018035,0.03400336177311833,0.005859,0.009175711316349566,0.0007830490505794517,0.020300849533743143,0.01164237981126625,0.016902100592108168,0.00029786857520568025,0.0018498977761377399,0.005890960380223504,0.011531161042228849,0.004204768823880777,0.0,0.03946879837199259,0.017306564525216287,0.004756766047139411,0.025627594618887632,0.09438093880542228,0.014968697171279011,0.003906,0.008154503038028624,0.007606609398729963,0.014272027841429318,0.046415409369722854,0.019066984547149606,0.02120876162122465,0.014948227639201606,0.003652139975679867,0.014823899606934534,0.025905630345099948,0.009819302511950893,0.020052201886433117,0.024097017466995784,0.07154399879745439,0.0176597960126052,0.02340946622154547,0.01562075306432955,4.8279776315807675e-05,0.04690013061684975,0.01988667960815708,0.023611053987401934,0.02418159438719518,0.002351509811987384,0.019799985784072497,0.01218429454952575,0.03590005211345817,0.001953,0.008892483587731379,0.014788348260884942,0.002973312371603128,22
0.005445419427147951,0.008600210034603433,0.01526861699367308,0.006238908037145248,0.007910184018645974,0.003350251253654584,0.005741816577973555,0.0,0.0064554347503107505,0.020750984661568436,0.0,0.04036726188040932,0.01913602080296486,0.01427969828224814,0.04866718676729739,0.0,0.0062801846103497615,0.0017599093887839812,0.0068787335678404515,0.008302878444504662,0.03518089193225859,0.01479739997818345,9.018484275578733e-05,0.022072341696462258,0.014340025720834253,0.0027942885220828325,0.02146251516100278,0.02377396199795037,0.003457658963959929,0.006075676986733775,0.04512856616680286,0.02344694899326239,0.00100774911813127,0.0,0.01989706739583487,0.00994407550143091,0.009449194609828989,0.06907593384096716,0.04406216168466251,0.009220118761132838,0.010104436268582848,0.0023012507917082856,0.03728953730016134,0.014416644938073032,0.0002240271764087495,0.025693090922434686,0.03777400619741483,0.05398058815297122,0.022679613246160572,0.04178775043985145,0.020884505352481198,0.004668353596502018,0.01483639495486627,0.025402022558247542,0.045116791968026544,0.029084522989363017,0.004348229885723233,0.00428074473822307,0.019855354848994596,0.0058451446270438474,0.0,0.015169911875524886,0.009587162020360349,0.012160077429513158,94
0.020608867679013158,0.011163719267971188,0.015182265796789132,0.00033432171736089925,0.008412945304046907,0.006501710329888496,0.048787764113443016,0.0,0.0,0.010275182904515637,0.02150603185531114,0.012400340276742177,0.027949519983503826,0.001276390962635702,0.03102161713822908,0.0,0.01651860282830618,0.005861505397045879,0.02060047547591856,0.041451695894105384,0.028553623060148914,0.00917598911117913,0.000942824878731369,0.005514432881753923,0.0020025458919149387,0.011190505157166466,0.0,0.04245485859859892,0.006194648360348303,0.0040761054942970954,0.004068773039141618,0.0031285208512958993,0.027884433242238604,0.0,0.006014406922463875,0.005024221453508984,0.010103278892624598,0.03788459212557526,0.021642622951797724,0.00245422724050731,0.0025700286331066056,0.025747247353779534,0.016355828142055006,0.0027662742096368365,0.03499715599388719,0.014528154678849416,0.043117407273520626,0.08170846206899471,0.0013660291190777177,0.0462533997484829,0.057466150163712995,0.0,0.02947020929559993,0.0017102938451311208,0.09882812404746985,0.0021612143553846465,0.00627133486119229,0.01859173512485758,0.00490729477515571,0.005868829459486856,0.0,0.000768688158997742,0.039235960275495016,0.0011027413946132175,51
0.06463758478260177,0.012716821290960275,0.01152685630113545,0.013996690357335941,0.0005314032488236736,0.007301594858893272,0.0,0.001953,0.03460506601591103,0.004306625088456092,0.05323936025159208,0.0034920353206505544,0.11006540159794201,0.0045629936629209885,0.0022756815411793356,0.005859,0.004561448287369654,0.038765516360327185,0.015762749226099833,0.0073730672295659406,0.013378734772029752,0.0,0.0006048242470632833,0.0,0.0025461153323585303,0.0,0.0,0.00687678217587515,0.027357963600526315,0.003655523822970235,0.002648670458041362,0.002215468002118297,0.031394149653209455,0.0,0.00565588991649304,0.03442522277678486,0.006168224008117768,0.005629635945396826,0.0,0.0011004350750770644,0.002263807459418144,0.041757336854784964,0.00035179276003752605,0.0,0.026266421048072135,0.0009400209505483175,0.0,0.004152514864101698,0.011447859226933036,0.0,0.025179969217249087,0.00029603060518282564,0.001992117654411594,0.0,0.005519270701619115,0.0,0.0035471844032081124,0.051570049631772155,0.033070010241351866,0.0043121541636537575,0.0,0.0025640541234357977,0.004128464063453215,0.012056999840309526,35
0.023297436671531245,0.04604810543523459,0.028767597446315765,0.029947042136736685,0.00010856609798539328,0.03120018793674397,0.029893895423767802,0.0,0.001363770158655845,0.0670917496596246,0.025342557770433198,0.0008051702736652929,0.022343769501739705,0.004487735719186705,0.0,0.0,0.016207363544398362,0.011117528995332904,0.023997355962416072,0.056641,0.0018404377777486245,0.0016696438904565858,0.000216025769344804,0.003770650596394184,0.0035881777526005345,0.0056128810240015856,0.0,0.01227829947563856,0.046700482122772384,0.03749230124633465,0.004212049323326765,0.004192656040148965,0.030885159248340018,0.0,0.025521424656582976,0.011579823501498563,0.03175884770823585,0.023930344270899604,0.006035856214098057,0.004116832331845408,0.012769184302322316,0.011230534842606367,0.0013317780096006974,0.012843248026788788,0.02344913980446598,0.003772876327662659,0.0005395195085761352,0.006530792842728478,0.0034858007766627643,0.0,0.023888958449808012,0.0,0.031555768157669854,0.002968032747154099,0.017608842962473045,0.0011076712369195742,0.015672347022887015,0.03551504591045719,0.04907055937798806,0.015317843480250573,0.0,8.609214615089723e-08,0.07013206281192497,0.0016702435202681546,66
