attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr20,attr21,attr22,attr23,attr24,attr25,attr26,attr27,attr28,attr29,attr30,attr31,attr32,attr33,attr34,attr35,attr36,attr37,attr38,attr39,attr40,attr41,attr42,attr43,attr44,attr45,attr46,attr47,attr48,attr49,attr50,attr51,attr52,attr53,attr54,attr55,attr56,attr57,attr58,attr59,attr60,attr61,attr62,attr63,attr64,attr65,attr66,attr67,attr68,attr69,attr70,attr71,attr72,attr73,attr74,attr75,attr76,attr77,attr78,attr79,attr80,attr81,attr82,attr83,attr84,attr85,attr86,attr87,attr88,attr89,attr90,attr91,attr92,attr93,attr94,attr95,attr96,attr97,attr98,attr99,attr100,attr101,attr102,attr103,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13,class14
-0.05989976955832035,-0.04929499566359384,0.21187405591658168,0.061166519071745834,0.08955948542564025,0.024812350443810863,0.09584172138287018,0.10223447864875507,0.0939451456558141,-0.09469658525544314,0.21841206134067442,0.03755874915026814,0.07863663859258639,0.17640408821000025,0.15053412722713272,0.16060674007508174,0.026086317251577618,0.021231993461592075,-0.1123592558739924,0.01747017180735778,0.03126417754081848,-0.04316620766984435,0.030567440919281486,-0.049229299953686266,-0.1441546142183295,-0.20247046043124023,-0.07909995091771511,-0.021293070923278742,-0.1480380692027761,0.09631733653992332,-0.022071279725097658,-0.0650420547593221,-0.009597644990071817,-0.026756445720476627,-0.06888181107591045,-0.012372987118428254,-0.28088301175909075,0.025761702967656598,-0.026162303542294728,-0.12821932920357162,-0.05836248345430917,-0.07000445814661975,-0.14169452000834193,0.060451116806134325,-0.23154559692878862,-0.0015702222627726505,-0.09286429066773634,-0.08005521451970746,0.19658909610765887,0.21239993926883027,0.09360988878141749,-0.020154009956913126,0.003600676978427631,-0.10460611017843591,-0.10821064174111954,-0.01217375619750985,0.11050580246112986,0.08279992571079796,-0.07650337833860454,-0.01124461395943498,0.012132722403608505,0.11742283966153058,-0.0797605113133893,-0.027835653266526622,0.029800521342001382,-0.0717095726344116,0.046406476307889626,0.06255360835453802,0.03958712666804967,0.04059823357723275,-0.0438477001994073,-0.06752185516855856,-0.07088954178621197,0.10583740373391726,0.09521997592798763,-0.06701325374126155,0.030146669284133,0.20030679162814696,0.018712770676663486,-0.0904298281488144,-0.028083246963251124,-0.03271866017684885,0.12012563614024255,-0.03317378290929009,-0.0021045401681588885,-0.06676877942984283,-0.07210967966636128,-0.05816111879376612,-0.035215816655455354,0.0656322694836274,0.12536375087651108,0.01126838411110228,0.0971047410600097,0.08593711948424651,-0.04614646422348606,-0.09043169230995277,0.09408642570581056,0.04685578143702441,0.20641064562106154,-0.05826663846575887,0.07214678119785031,0.0039004096210728083,0.06688864022267971,0,1,1,1,0,1,0,0,0,0,0,1,0,0
-0.11575393925609768,0.004760737334014366,-0.07145966739560447,-0.09907928634063404,-0.20890454491190893,-0.207924157192885,-0.13556262783721923,-0.12442323290544577,0.0788044538732199,-0.14364189715101688,0.040194318639935146,-0.09473022786966556,-0.12725843288877997,-0.08058760484364733,-0.13120289458588597,0.15306953446068033,-0.2309731943654047,0.004101700204698359,0.03289062144960502,-0.03999593548445623,-0.015366031478085303,-0.04949891625440166,0.13624702589361007,-0.19156407589219926,0.060787437104735165,0.0694279624858231,0.015016498671785741,0.21321571480176,0.026399769816684196,0.03856713168940337,0.0008408476275900273,0.00658838028224417,0.14699448825440647,0.03672463802890604,-0.14240103056666623,-0.06265242910959604,-0.1468539142436539,-0.0467138390949855,0.15768795783460424,0.014968553858158457,0.07888306388516911,-0.0725154999899944,0.06990851485766014,0.03424877922218531,-0.23995664321825727,-0.13987596344070663,-0.08924673921192208,-0.0444521909141384,-0.004593582072201063,0.07805749715263044,-0.01070192790249785,0.052804710379472264,0.03509542439006305,-0.06788911198532657,0.016687626276131833,0.0105009876283185,0.029213245695004206,-0.019602353406023634,0.0332277877192053,0.1219127090459553,0.14255942487115622,0.07013577322285058,0.08048319610648551,0.07543095984816583,0.0027085330660972518,-0.006354061336521333,0.10414780502581361,-0.03809423172438151,0.049318130821964346,0.03509474504710509,0.05790921463436641,-0.03061364325496422,-0.0398733076770436,-0.09116163203271077,-0.14162776712190392,-0.13463520445679203,-0.05143046686824161,0.08098960840348396,0.05454144827654326,-0.005189391743822408,-0.03034313477382199,-0.06307827265917933,-0.024753426003218077,-0.012402776032017282,0.006169403368995062,-0.008013986236314838,0.01258824301762978,0.012557778165303825,0.002963460039665418,-0.0039023954519592924,0.025108936649506405,0.0342285263646495,-0.012253709607092936,0.02338996999339263,-0.018248468796543453,-0.0009678663227477118,-0.02267731731382926,-0.030498067557295113,0.011353029929071123,0.42440149030503904,-0.014808843198030743,0.07266296402923554,0.13212455095824818,0,0,1,0,0,0,1,1,0,0,0,1,1,0
0.04634091005504094,-0.04359823921664438,-0.006838665701053564,0.040845218352518683,-0.0898265780065002,-0.01424823882206178,-0.013883291557966162,-0.03681855857555966,-0.037646279139356045,-0.11069972867421671,-0.1772081312258679,-0.10861603913146221,-0.0667113868338168,-0.10560302261516534,-0.004133401168341853,-0.12763133471054647,0.09405119820965901,-0.09819845142775893,-0.016151794503973846,-0.1578483240676676,-0.1295672317551364,-0.20989638081190246,-0.1054806943199584,-0.04356137311656726,-0.03043292441576507,-0.08832835549794495,0.08826054518189685,-0.06331090503889375,-0.038671481937903866,-0.1870645668210126,-0.07943539805234906,-0.07721865120522735,-0.06515400036777101,0.014864694475074564,0.07192129134614766,0.0291035724155469,0.03390695715567349,-0.049519201421936596,0.09153148918979587,-0.08688331796719398,-0.03267164221758101,0.05528760152179719,0.10145456847973486,-0.07940509591426691,0.16573403562867445,0.03941895557631711,0.17919846788221327,-0.17407654325218314,0.1584242466788412,0.05387167174615052,0.14976754376773685,0.265551433424582,0.09328753802428169,0.029663889319554895,-0.08062080156951142,-0.13700947513955314,0.09232397581603298,0.13950735675062303,-0.0770050750368091,-0.04336448596931619,0.11012528377834246,0.02592211501025302,-0.007596821156069786,0.25741330479324553,0.0192485971653515,0.09216944441221367,-0.0058705362715393925,-0.08405053737117213,-0.006206242334172392,0.15874188517387383,0.1635637222506667,0.0005320690197600925,-0.02433464805645652,0.08907468451143759,-0.11224858546946027,-0.017154607025553957,0.01365512818300078,0.12875762595615475,0.09740346991705351,-0.04606217084257183,-0.062349025608413454,-0.04641742745195348,0.026951306892830054,-0.06796133466908168,-0.014215470893892877,-0.028565405249813935,-0.05958745369344239,-0.037684894611912885,-0.04177089466980812,-0.060419447030858796,-0.05142712052534909,0.005691811071658309,0.11160498583793156,0.008527608024252634,-0.07702568739465489,-0.012362872084357625,0.16011223207076838,0.03812815073258666,0.392288880678367,-0.028517258631894894,-0.11298911959188801,-0.03898334262433728,-0.13471411760982968,0,0,0,1,1,1,0,0,0,0,0,1,1,0
-0.021115134519911608,-0.0451459318149494,0.04111287300025034,0.03230187052421598,-0.037292794118706826,-0.07873453973365774,0.09891554793038176,0.028495425529824286,0.07710360164635487,-0.003155870400214658,-0.0012193505575465585,0.030942445806572863,0.10107807456395385,0.057868181273386964,0.044778838300161716,0.07021355556224854,0.10389603666094374,0.0016164798094360847,-0.09333104960547839,0.12647081176925912,0.09063289427071781,0.16486828037043388,0.11644171377675536,0.11703713587992978,0.048247188852462625,0.05471666472213763,0.11033528659099215,0.14798466550197562,0.06339358030995693,-0.04358795911476873,0.022092086192230243,0.15314126379559254,-0.010901660835409744,-0.002098005719021998,-0.0400574003623409,-0.06258535091281354,-0.09592795527259584,0.04899067602874605,0.024615912493265384,-0.04173581656768617,0.05835915237673456,-0.08884871530760609,0.047424556885328636,0.010282378361027498,0.004193419833899231,0.00760961522343186,-0.03622102892601278,0.05698190879242189,-0.0430790645946973,-0.1199911177733885,-0.08720165724706602,-0.07872476812358109,0.028013599213074118,0.17828276766636508,0.3030693853063079,0.24063047486355849,-0.1815162349640422,-0.211381401401866,0.06888637632379989,-0.010205449016506836,-0.05201104760336764,-0.15178880153982185,-0.03407194992757547,0.028319834573472633,0.14796178051129166,-0.014113419878177269,-0.0004261684250170994,-0.025478993500861122,0.08167380965158084,0.10776231769437282,0.013267217234588055,0.14211809948643608,-0.06418936316478012,-0.01719054961392038,-0.026896659270127368,0.20536152867476481,0.24787646584179776,0.0633882414487589,-0.09184004764352012,0.005225228716001511,0.06073455092162083,-0.08113838295630141,-0.12147008707962054,0.27234052123414476,-0.03791934944412021,-0.028497782878280958,0.0010970555261300575,0.2886317878798774,-0.04136725153834618,-0.056205285869771006,-0.06730652370012816,-0.04278073653505924,0.15668688005068487,-0.031866837839856166,0.17456279014805598,0.23650065814331556,0.010752465527699906,-0.039215992728468235,-0.04335545552348767,-0.04129620939474627,-0.03645975167843112,-0.012361518150547708,-0.11533361530344988,0,0,0,1,1,0,0,0,0,0,0,1,1,0
0.07312226404693793,-0.06930554829161276,-0.262414454726857,-0.0792601824429083,-0.04292104182154125,0.007377497970903521,-0.07829477638376671,-0.0006363896145056627,-0.08831291380831766,-0.07642093090589937,0.04254418190512531,-0.06791808913987699,0.05630438819298126,-0.003811444279219714,-0.08061461042700482,0.03663898396603289,-0.11814773407672982,0.006510210341075861,-0.08047151099897651,-0.07569918928965239,-0.1189134042065669,-0.020013266835771922,-0.057987498297253845,0.07149613232085267,-0.11422647759061788,-0.031045874349581802,0.031360226389436675,-0.0812617630686299,-0.05048365957405296,0.02564325554213839,-0.07647547685762154,0.14338418829181,-0.08188973077841025,-0.04858578165519135,-0.1205724568619066,-0.12469790056400565,-0.15809152778444263,-0.034036476798563156,-0.12108826149781554,0.0045706609994956085,-0.03901282318487717,-0.09502152700346722,0.03191893250476338,0.002388490300505839,0.04362346027615476,0.018345184646472473,-0.027460703193441672,-0.14123459551652107,0.2074696042488008,0.12802657703748366,0.01651934970225092,0.09432600372330976,0.11976709954863807,0.05704032929654737,0.1054662418143376,-0.08260029908328599,0.03574104069495218,0.016875535186316792,0.0647159990520854,-0.006828289957687361,0.039071329229236174,0.011770670225222858,0.08109589043130773,-0.1269065888034217,0.025609805180880026,0.08291905263440122,0.11514214920733067,-0.008750033496471958,-0.019770501527126283,-0.01854815315921915,0.013989581312456065,-0.0666778515001563,-0.053340094451221745,0.04880736636285025,-0.058531814790651,0.008162910566584108,0.12230451748904986,-0.014241443109659482,-0.08759895287790563,0.17357854724421118,0.14792920284420738,-0.07853534045081344,-0.08335757192014112,-0.044187342552310375,-0.02975058482093849,-0.029290486231596333,-0.050803909410538105,-0.03068159932119218,-0.03205841817881164,-0.04698540448571692,-0.024986632195467227,-0.06587522400631123,0.22060609320397742,-0.07064470297390252,0.10751068521670215,0.14151002743961877,0.2509070888414287,0.2004603580184009,-0.03728101319477274,0.06886252808734829,0.0039934205303845186,-0.06628367080061234,-0.061574714774719964,1,1,0,0,1,1,1,0,0,0,1,1,1,0
0.10186449704483394,0.4554851101586348,-0.09863920471070996,-0.0009400151211079644,-0.12123967234125466,-0.0005319176036552298,0.022666189945239994,-0.07799700374656016,-0.11379829348089071,0.039262992669121505,0.11872592856514133,0.06970759952340326,-0.0878742730745327,0.083421648053738,-0.049225930903347426,0.02237035447983838,-0.0307335292115141,-0.06734361012317128,-0.032842764865196106,0.030251426025346063,0.11798925637395796,-0.10950967586058875,0.061737330798785954,0.16479140878825127,-0.014034774195258101,0.014843224136323226,0.027479927270500384,0.06787839298101589,-0.011178363399184198,0.1300908923298566,0.022029786119882395,0.014967564946613462,-0.15627481473812177,-0.1409589062860827,-0.11925606870871255,0.05273976440372299,-0.02583606055047778,-0.09973442693825063,0.11417082665001507,-0.11530298419798587,-0.04632044336485765,0.037891129293456775,0.09771736577906043,-0.077993054964613,-0.03949833661553133,-0.046633444252866654,-0.025395890684201942,0.06731960665578543,-0.09646757534874234,-0.11286272839536694,-0.1415457204310974,-0.1504505944081572,-0.14286455064721112,0.2417928396217957,-0.0417262939329958,0.005728054301295665,-0.19846477062324308,-0.20223394704799486,0.011323706502768316,0.1497082355378604,0.059797610278763874,0.09876457967930004,-0.05225428307764218,0.016024675663658013,0.1504667380887161,-0.019018078879453996,0.008310791927836738,-0.004615438426614462,0.07423541384486337,0.01507993071883238,0.22699544664510696,0.049425990999791086,0.061113968334317974,-0.004511950314964958,-0.09544040352541025,0.03143283019479671,-0.0880590982033759,-0.16962074010065345,0.017897982051628354,-0.031008663677260653,-0.02446363533697069,0.033659395237786445,-0.05450342511622419,0.09472993901287691,-0.05776927067708355,-0.03750633823768155,0.10819525431380039,0.2884768563462485,0.2739458614666007,-0.06736903805453374,-0.10111611025229238,-0.06827370016507904,-0.05593993950873678,-0.04938708147111409,-0.057456606075869235,0.1421593506640149,-0.05769499930015308,-0.021406039969043188,0.24196153438781876,0.29094343795033467,-0.061630367838142824,-0.03968146266981858,-0.11407405423030455,1,1,0,0,0,1,0,0,0,0,0,0,1,0
-0.14732971781145332,-0.03577588426997118,-0.23585598805529828,-0.08976633665333665,-0.23247027259991426,-0.12050997692664657,-0.15816326340492629,-0.01736900021637173,0.11129114919853998,-0.016073159833017624,-0.04447626331555035,0.05331911773403296,0.002584747152246117,-0.013277941046070017,0.0431130703704367,-0.09258427097470613,-0.23536120877851924,0.03932784453995897,0.07007472258230339,-0.06015990138335373,0.013428846059524276,-0.022867772149267798,-0.10293657400007611,-0.12634235405137995,-0.18010638411636165,-0.19669965006794954,-0.08887343824215246,0.10746611272791737,-0.1724624188486022,0.023158787183448215,-0.013696775380599572,-0.12568149572009318,0.1462496426864927,0.1455977873790673,-0.040733629765800174,-0.06087651778324934,-0.22164581926472277,0.06666919778329122,0.09822772651390552,-0.14778100128031588,0.005044101188086528,-0.03240359220490491,-0.002845073439090101,0.014079436437137778,-0.09718956507932325,0.16005782283883824,0.022222341643158897,0.14237185564234486,0.17284913376020333,0.06659431119289028,0.00554761552526822,0.014548968587839817,0.1173290075640033,-0.042678758585742764,0.0716914677355885,0.03922380573077601,0.03611102386228591,0.14111171545982354,-0.031850429526606786,0.02432344047949328,-0.23820546997235947,0.04519759264463544,-0.054075112455812854,0.08948185100964537,0.15923441571120311,0.0008427762958725989,-0.0847992143494246,-0.008368320453070972,0.04328006800334676,0.0785705372789641,0.02882552706437976,-0.039492416956040416,0.07583362697798626,0.10559837627166216,0.05716565337997833,-0.01915749834426153,-0.07425926358110524,0.1329630796085643,0.045465207772046885,0.11762542938953727,-0.042544648341902906,-0.056325774413938844,-0.0487365573996498,-0.06178829473722453,0.01279832637061988,0.20976574622062438,-0.024234585401012195,-0.040849558435317956,-0.026181653769324673,-0.09528581330587199,-0.05570442281299517,0.011768462237149377,0.10873786338692416,0.012688218259576979,-0.025989518952447648,-0.04007789495249543,-0.04223972663906382,-0.05750130472607738,-0.03463566182476477,0.22751774270320682,-0.07683692905539719,-0.02583934904995417,0.09139018733815485,0,0,1,0,0,0,0,0,0,1,1,1,1,0
0.0707655912394622,0.06848621833989879,0.04769028179809194,0.0197476247603997,0.007693423067153866,-0.02597096187924437,-0.012650685327448516,-0.003109652283889007,0.10645570515939853,0.041212581722086195,0.042092780875642194,0.1501227722364332,0.1142099122805786,0.13348758320747764,0.055957244973876726,0.1008496990562863,0.06911902873313985,0.07085364015105607,0.08403087292456343,0.135805020266219,0.09044584753201866,-0.0056863736038743964,0.14855702204705573,0.050742849305151674,0.1497264572146712,-0.1844246448998163,-0.0012318896191261391,0.10619154401683933,0.013733813826187491,0.014072537973135922,-0.012823176470077167,0.08837529485442557,-0.03058354002382628,-0.018354425786342853,-0.003766360759836246,0.050399997436584354,-0.020242349538957788,0.12369768644409612,0.1356100961490341,-0.07913520638372824,-0.08240029769284987,0.11116074085244385,0.1719107846937304,-0.12469066654751602,0.10234646056246266,0.1449481033545863,0.012106007640394142,-0.10661167111052638,-0.10143355726419326,0.015293032674283422,-0.003644513925561421,-0.0248420410718908,-0.02698935906775995,-0.15736462129010748,-0.022168861937482874,0.00832076957108511,-0.12022563077320608,-0.13333215889498787,-0.02194668417949035,-0.06404248842690324,-0.0063093714957006795,-0.11763972170504164,-0.04284942068848257,0.050804263299508025,0.1435211970742286,-0.014125470968463047,-0.008317322966301634,-0.04286246589404194,-0.043204076943620086,-0.07325949785436867,-0.04391567914177594,-0.02269112541198034,0.07813148398915434,-0.1182680790254094,-0.12553456884823386,-0.004582191552742768,-0.07065006013346535,0.05251588995776531,0.019477220033078398,-0.04965538572727558,-0.1393974459993703,0.1442156437286257,-0.015536748585114689,-0.02977108344993149,0.0042970838892248744,-0.027176828681895714,0.3406960766671152,0.11880914518104425,0.20115022204064653,0.04825907641541638,-0.05218979327943998,-0.00020336666636596584,0.08477492938833874,-0.02921358604642318,-0.1014425460858582,0.006459973480480594,0.15238939470971274,-0.03071516425945882,0.11278130432255291,0.11130320101783954,-0.04283913074087113,-0.011608371336609215,-0.15132604654563558,0,0,0,1,1,0,0,0,0,0,0,1,1,0
0.018296076906847494,0.38670260249415667,0.028317915297092825,-0.11115960559574652,0.0873835968214843,-0.06900363803625029,0.05793497769956153,0.10581933710034355,-0.04338446441410056,0.1445966490322314,0.09882043356263483,0.20727557209300448,0.09363456491440648,0.08009829015032968,0.014943416322060754,0.11710947112218431,0.06503842245582335,0.07377785034012763,0.05996689812523841,0.16485197969220752,0.05362465897181672,0.20049680414026572,-0.11809426251887228,-0.20635374376125398,-0.08660824911091818,-0.2540189365857881,-0.025547148519133644,0.012888508190780038,-0.0919428093825083,0.13685762430817489,-0.11444100622203454,-0.0031157217793305325,0.004874152686204884,-0.009274357633467158,-0.03006332331519273,-0.01651754297631983,-0.11569168230761896,-0.06990562754553446,-0.028604277591958407,-0.12129222932621953,-0.07786412361948056,-0.04060515865141469,0.021758149638513937,-0.08408742576675177,-0.01895537250335377,-0.037279799656976545,-0.04006747879932745,0.13835363774130416,0.10874573049595163,0.07444866259374917,-0.10593699150081373,-0.030473253542588563,-0.1644703250096513,0.089371718912319,-0.02305171998571387,-0.13665087393879174,0.010756608118795336,-0.002845680285972706,-0.01571855768022475,0.09376236205460854,-0.1736703359526689,0.05344190779959703,0.03490486713725406,0.012791197852672031,0.11052770284030237,-0.09404466551182128,-0.07434299713544266,0.28183962630290954,0.2331687311307567,-0.1375901927119302,0.20532462230845167,0.03282330527101518,0.004179769293991595,-0.0466848989376812,-0.009632524327834124,-0.10241156862620968,0.04197283628462639,-0.07841211212719307,-0.0007487826459928158,0.007352438028243335,-0.04395838772940909,-0.06009351259350486,-0.06504621635731696,-0.03462763414701292,-0.025663961716264186,-0.06433028244102165,0.05383176274709375,-0.011717932020380836,-0.025019513984183873,0.20118518077669398,0.040621034731320185,-0.012199957348622604,-0.040525157899569925,-0.06532731195437835,-0.03711277500480724,0.09436761951463593,-0.048165185497192724,-0.06320623872489223,-0.022162403392216368,-0.011767545894180692,-0.10599167869919346,-0.014388322197888848,0.13069118689863113,1,1,1,0,0,0,0,0,0,1,0,1,1,0
-0.06544847093143166,0.406070509413881,0.01928677412891214,0.03293526984771331,-0.19977867228735782,-0.032174696990825424,-0.1266016799091951,0.07017779824657373,-0.05955103094386306,0.02341467525891828,-0.0461469114826452,0.028469013073869603,0.049137524907904906,0.21313941243324466,-0.027553215476619052,0.1480125661856082,-0.07098614350399214,0.09409170481956979,0.11438393820392148,-0.0952858003813617,0.059853473443058046,0.02543807803968525,0.06830400929512961,-0.044346811837153395,-0.04085801308315473,-0.1013885323567239,-0.06273484931612368,0.10705172615247296,0.11259391052099457,0.05447404788381578,0.019268671693372638,0.04876613591254376,-0.09340518996890844,-0.01920021121762465,0.06903780228458326,0.09298133346225385,0.01613373175144661,-0.038610867095555425,-0.007308148693278227,-0.0808486071866727,0.038210356491496664,-0.02763806432579619,-0.13108933809547318,-0.21065806009937071,-0.06524348153777644,-0.1261058210898562,-0.04318595439598531,0.2046421031136783,0.020561784231738607,0.051066970670520045,0.054323396977494776,-0.08651367123443109,0.02213752528462006,0.04931499128677279,0.08686191666332586,0.11620644668810734,-0.08674338349793727,-0.005444322908756285,0.05345538817831343,0.15127662234198946,0.09752912714359907,0.2037519394641411,0.06421674267564194,0.06590935801719536,-0.020595517131643884,-0.1605079251706762,-0.06905378750268708,0.09467258102180201,0.17860287531848298,0.09137978666319957,0.1281084189948922,0.11317350291658815,-0.06483294233091254,-0.031420665757469844,-0.17455880774062146,-0.1882739972073279,-0.06698744554157177,0.10935040134500479,0.02273111970807122,0.048539458059000076,-0.12690407366236559,-0.0819344865304732,-0.034881909981853525,-0.0374565328982074,0.003920050057787871,0.024236795935880514,-0.017920099343102933,-0.036097345944866535,0.2783137991356551,-0.00792337236877718,-0.02585373619888667,0.1557937052052913,0.13888611993081373,0.008395804662475762,-0.038459475634468214,-0.023411884547665743,0.11446418923186034,-0.01824870241375719,-0.004977703150812,-0.020048711587498866,0.07199249854397484,-0.01619944418883966,0.1328823149284479,0,1,0,0,0,1,0,1,0,0,1,1,1,0
