DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment,Behavior,class
0.4331401224862292,0.5399497145288692,0.25755019906754484,2.8305106572411565,4.093172140330511,0.1833475230824299,0.1581958031854327,4.030948794556827,0.23383827834638674,1.6918143796947367,0.4243213916686811,0.29314785050751746,0.4366341313674956,0.2361052173357665,0.9390331139930593,0.770648999279071,1.3282496728051396,1.4843158344275282,0.578808824664703,0.5625276395053066,0.27489098230132214,0.3186189407047498,0.16373949596779364,1.0819658859753325,2.6344626501280013,0.9735019270185405,0.2822428228210286,0.22868550385571548,0.7293252584882959,0.13070625746615858,0.4241059761517481,3.222780449486833,0.230360206,0.45268051548417315,0.47758963264326254,0.747502658362888,0.3860156950225125,0.33085254206485654,0.5827256736313684,0.2803957401079715,0.3108178853995614,0.40530107253816183,0.36977442185225673,0.16203887912719397,0.8421400862549014,0.16842267830949392,0.6874998915882422,0.295667137461749,0.47846044279539346,1.7024822506123056,0.14198708921424555,0.1382459901274947,0.15773883251266413,0.1225184822256237,0.15417262457609537,0.14892594704836054,0.14934680890579485,0.10514974864199672,0.242619622893099,0.15340332223716607,0.4962904958655319,0.3132306823493148,1.4261580083631868,2.4790519447789294,0.14615384661632067,1.3543258464092027,0.9202153675980641,0.2338156834158982,0.154451671057212,0.11888886451581425,0.11303606713493317,0.11221584825509792,0.4662904885545106,0.10777165768017372,0.16625513646302106,0.15764818137210126,1.3233079559704486,Control,Memantine,C/S,c-CS-m
0.37557991889759956,0.35280999483557474,0.25099428756371345,1.8981710676373071,2.6472512929933956,0.16912862274307522,0.116892911,3.0318253335233027,0.20988605323184675,1.6678798697715265,0.4297189434301962,0.30054998697142116,0.3912990691098028,0.18884088726005993,0.8529088244119156,0.509166835644965,1.0057681474504128,1.2044705370461954,0.43139663329589534,0.3913204760856159,0.2517242468817993,0.3184547443723545,0.14418987889005092,0.7943991967986868,2.4605616798734578,1.1342237893417617,0.20240790254411964,0.15682003571040587,0.6572536840239908,0.12381062622013697,0.42638445765007094,2.347626167893539,0.230360206,0.43281637391982636,0.3651714122186196,0.6607999579594422,0.3260077471652941,0.2856490602479693,0.5404013628320872,0.3191187305835691,0.3207212823989819,0.3910878629795592,0.2891579565463152,0.1227143367045817,0.7042242589646939,0.15183015893809446,0.8937891441512855,0.2801567569848398,0.41679988297486714,1.6357594854078883,0.12247619386420115,0.14098109339584933,0.15768595895938095,0.09743296477397237,0.14852555570491158,0.107024935,0.1356963198595521,0.11157234487838341,0.23829384604928866,0.15961093682972166,0.3706418384985467,0.24809635940903532,1.4476310914352204,2.0318874347133034,0.1414713439592035,1.210825395042321,0.8615695231913616,0.20537784092498318,0.1638964693067313,0.10995041814752997,0.08143525083513009,0.09808261855183649,0.3439420063660702,0.086785245,0.15975151127402604,0.15744350958087003,1.5616574012583133,Control,Memantine,C/S,c-CS-m
0.42729156972861576,0.5261992885174933,0.24842761671290572,1.886203953235623,2.8982962983897065,0.17778428120486794,0.116892911,2.526439055356211,0.22447863541426566,0.9934770064930616,0.43393805397154217,0.174447174,0.32372505991835554,0.1663994936152952,0.6917620141774485,0.4880930467132433,0.9460016414461347,1.0250523213612293,0.42532422388579055,0.3913795332501594,0.23117011732313034,0.2929470754614055,0.14447554976594165,0.8287877632177372,2.6648751907432233,0.9483106595555862,0.21746745476707058,0.1726993030439833,0.4980246675850315,0.1127141164996445,0.3659439978811027,1.7722293725500493,0.2953756500833826,0.42023972219983047,0.3815444233042373,0.5614365620455113,0.3635688059148515,0.27479329713553785,0.4479050366647536,0.2608183968650798,0.27762898208565157,0.3911868718764298,0.48152670674055936,0.16989938093221912,0.6914938062016835,0.1582884056028477,1.6057491320067432,0.28820083619795334,0.80738627,1.0208526881393738,0.33976688646602426,0.15402595155626395,0.19883507905180361,0.09693812550245037,0.13696915409988583,0.15272737112601809,0.20559941978137292,0.11597995609432875,0.24711436574616324,0.188913968,0.4720351546367519,0.275706116511211,1.7857288815430035,2.098983471071935,0.14447969166258734,1.2769104811676684,0.9566736421201527,0.21293253176608018,0.1733293327399245,0.13140183582704792,0.0976844139985336,0.13214423595538,0.3556584762427255,0.14363035786705677,0.18339281972049337,0.23893800720017494,1.7135233678063289,Ts65Dn,Saline,S/C,t-CS-s
0.4525028376526704,0.6458783359185093,0.23106068171138117,1.6981522397797697,2.2571267411710134,0.1746163299397913,0.13661548919196886,2.423386841538045,0.22981594399844885,1.3381977222248254,0.2960794209463084,0.19951073940559913,0.3557642585990984,0.16252813841850616,0.629589447175494,0.3281531413443325,0.828273092,0.736605891,0.4456153965850816,0.453901201025502,0.384887115643856,0.3607176978400912,0.24183049582008828,0.8533911131215912,2.0563040991478756,0.7262778072811193,0.24723410397063225,0.24110229212928977,0.4925310915928168,0.1610265255517994,0.4182920349047776,2.358672961978396,0.230360206,0.4027933737140162,0.36122509141926007,0.5829536382732284,0.4475208580042357,0.25775090880672064,0.5174176720890009,0.2936398089120504,0.2969461527163949,0.44315404404447295,0.3293084625799716,0.14739957661854813,0.7196022968503765,0.1561576369935648,1.773942480583497,0.30338901371321303,0.7265275928689497,1.0961255646615495,0.20617815241073367,0.13529665030192928,0.1879810056837886,0.10329486638425636,0.15828496998315922,0.107024935,0.21903550069518193,0.11857230395497403,0.18118447000053317,0.15017345888390032,0.4575698202090715,0.29487509791130245,1.6169462035246396,1.9742664129518737,0.1339911222930248,1.4324180258720407,0.8554752003232313,0.2241067215764888,0.18026943440180765,0.15069799379802432,0.0981734903486197,0.1035270349190781,0.31814551563159915,0.1342479213446871,0.18147294872420583,0.2009837604350865,1.8435617755062303,Ts65Dn,Saline,C/S,t-CS-s
0.33027301129424363,0.43156549170102093,0.2780251714064728,2.485425337997312,3.8544411442875077,0.23732880545138743,0.17417413567937795,4.252264321823685,0.28818555573421806,1.34091196183099,0.3086897388545441,0.27386197227699494,0.3511524087515132,0.29389635911535145,0.8899103944752824,1.012005909760246,1.5123227540945585,0.9902569883560475,0.4395074873240193,0.756358760710178,0.24258223886822972,0.37568612082021247,0.18846238060007095,1.142821342660645,2.9344384554904015,0.7742803553080906,0.27403862236584264,0.25888598109656674,0.8019744112122853,0.1317076765296709,0.37016272380649345,2.5280945018953216,0.6701800346960382,0.4554808089665852,0.5471943504314617,0.9134033174507571,0.5098429703971001,0.32018590099759875,0.7058549435620932,0.2941053503284193,0.32688534288063065,0.5470780796348788,0.3596813443302227,0.14064645813791407,0.8611203544323968,0.1430638859725581,1.1572534874853058,0.25721505955243207,0.6014815892832902,1.3050466546548922,0.11769299701347422,0.14627876084145128,0.18926678656145463,0.13798775736021243,0.14988208865896338,0.17434756439902432,0.17257696713843107,0.09937645725956064,0.21701927008438218,0.14054069118478046,0.4649683550923135,0.2662575029322014,1.6756881884319716,2.3662930708770595,0.17286148972083928,1.486492505955946,0.9488574141864495,0.21408706474890624,0.15724276827971842,0.14252399445722194,0.13056422752573793,0.10387454559547461,0.45926477109764263,0.36771182360214183,0.17466402348687818,0.23573878503180792,1.062644495928673,Ts65Dn,Memantine,S/C,t-SC-m
0.3577969668987485,0.6625451124143606,0.2679612626660478,2.271679256434561,3.1566749804294343,0.1710846013990955,0.15815987986036537,5.891056199315038,0.24194969717936093,1.6513620192146177,0.6573353693843375,0.30465199512831287,0.3624623647509666,0.2683138065091545,0.8574550463828418,1.1376818926480885,1.4340698647955243,0.9493680305350944,0.44244776338242287,0.5293426541689535,0.3438550495560997,0.3675069948689782,0.21051641294099846,1.4575974526435262,2.876538340142318,0.893761034581322,0.2945222059819448,0.26004230504231707,0.8494837427854391,0.15585238796404596,0.49047888824360064,2.674402546567166,0.230360206,0.47486364421366045,0.46491623463150644,0.7365791138897636,0.4341808111262917,0.3222694835810312,0.625244215880703,0.35631817311378855,0.32586317953649496,0.5568693497730537,0.1554451119509173,0.14913948788243575,1.062559874742794,0.17018948575574266,1.6411554843684573,0.3211118915251061,0.8066429803613844,1.5009314093248907,0.12378221051370945,0.1683706214871767,0.20761996635632227,0.1230968209891958,0.16158886125491165,0.15168418455653218,0.2391076130767728,0.12921125782590492,0.27338349149546864,0.188913968,0.4784026409850122,0.3171744548288168,1.912749533788699,2.4025054696165062,0.1658112254792996,1.4573115100185823,0.9885447952304157,0.22092006323155725,0.176455275822594,0.15100996798539454,0.10669487953119296,0.14621097262445482,0.5366182902775183,0.12811815706176943,0.1811404428570544,0.250720476950655,1.835427413810952,Control,Saline,C/S,c-SC-m
0.3471574684648486,0.4988199961890995,0.33173177176157387,2.7172321565591666,5.360906380944115,0.3141099998964109,0.19426899398082426,6.500817518232932,0.304556355,1.649821099318499,0.5556399514252192,0.3740653890501563,0.463805584,0.3831112714016703,1.0250954633253018,0.7717998155067526,1.504617365734331,2.160242707371697,0.5615737242496981,0.6984002013801319,0.373544557232635,0.514031301,0.256011917,1.0891929753726586,4.630415044137629,1.2011704086182626,0.321984997,0.35562805764738314,0.8182917797098932,0.2115644896627859,0.57352637,2.2275232458069625,0.430978284391319,0.6454018808629516,0.7180243199903112,0.9772650343036238,0.6542330160192326,0.5448238329115574,0.813982023436711,0.4670418926047013,0.467811739,0.6472131932516898,0.9616495831697196,0.1472127092159522,0.7093327447784795,0.17792765602648422,1.9662939355297664,0.28761743957898256,0.5012726703502977,1.4712416697628106,0.2552737583295375,0.19711606967056572,0.1895643741075546,0.1454862695101178,0.17435786222007382,0.15043294426869236,0.19515534815976085,0.11957370787645777,0.18032491457232785,0.17909881848506123,0.46873380037228557,0.29583881387862293,1.572381895169006,2.1706346520637565,0.18074908358241176,1.5895106117160653,0.9657228569764233,0.255275561905839,0.266193434,0.1664609716710691,0.12242460533143508,0.16563434067004587,0.4794543744200198,0.12736650502905372,0.24127159229957643,0.2512286488337557,1.1127555555970416,Ts65Dn,Saline,S/C,t-SC-s
0.7016692090125645,0.7753050184335478,0.2884667451037304,2.4749887999363507,4.328628897659604,0.2784874430292171,0.16212628126319967,6.380597929853051,0.29244632357066447,1.6037973002263357,0.4504009979262886,0.3062555652782832,0.3655489553340051,0.3081337427643725,0.832969479703894,0.7510990319149352,1.4522849077352924,0.8166025223862206,0.5566375239143367,0.7682235896041235,0.2550279699892581,0.4269937042377491,0.22181287635982722,1.6246425093072945,3.7371676377996494,1.0769420617364691,0.2983681076086201,0.264695635242854,0.8717185938146519,0.1564112304897655,0.542812610099881,2.6671742316070177,0.4596848805345403,0.4819809236848887,0.48353108807808587,0.884973978837878,0.6103809694164228,0.32094710982207814,0.7023657328289233,0.3361318920423815,0.38325099648712696,0.5865451221652801,0.3747614410198439,0.14097656017780538,0.8905002631235547,0.1659716790236662,1.201991636395114,0.2817688923041541,0.7360802938042892,1.5229441894215017,0.28009176434405314,0.14997479095363805,0.1792258549445139,0.12579716298996568,0.14816676490594408,0.1553848096686631,0.27014958164581987,0.1170811406407042,0.19255093162960504,0.188913968,0.4583257355279055,0.3004158905489219,1.758884529734822,2.3706855925757377,0.16684989825845367,1.6319752843367952,0.8500622196055787,0.21911771338805475,0.17800586407543606,0.11772145965202246,0.12118082605730576,0.12240779408204873,0.43961995484324023,0.15699211164685878,0.22841569546364465,0.20429891867972244,1.027678691745391,Ts65Dn,Memantine,S/C,t-SC-m
0.4457296019269499,0.7986241455124663,0.2747238468136037,2.0109649371795157,4.045795841920046,0.21292723310213005,0.17070977216981642,6.290627199046167,0.28713763060879716,1.284974142415962,0.5489656673182601,0.30817377550341046,0.3458747505934464,0.28053904823172315,0.7846767226328858,0.78101453649625,1.1828804178014627,0.736605891,0.45370394393054947,0.5338957722080169,0.2718077000153994,0.42595841187233296,0.22227522776415462,0.9480643955887559,2.716490109784914,1.0223684658668515,0.2938630289656211,0.24316726126751845,0.8002331797908045,0.14245304522679894,0.4828676066063808,2.5694577268992167,0.5176252245671784,0.4358778729067199,0.3746361289252774,0.7251879005962686,0.4840808366149437,0.3229958892814319,0.5110642725336643,0.3397430055942051,0.3238750448360003,0.435325576608681,0.33392460826328757,0.15280757903039413,0.7735785734279237,0.17388214586125983,1.2722344399775394,0.2816043243627028,0.8047110724469869,1.7516418929071826,0.2552473012497389,0.15616378424612518,0.1940953666603316,0.10268498166439725,0.1582804381595832,0.15324674493588036,0.3028508464271396,0.12052415197562412,0.2180303280986646,0.15090688597452373,0.47665457581804993,0.2935623088350219,1.663519289974265,2.4612859774932057,0.14131572872530102,1.603065153880561,0.8704218319081862,0.21515771858836708,0.17050142754802147,0.15161393184881558,0.11161137067484181,0.1147843418759158,0.44624858791355004,0.45656121419651985,0.1795336439496404,0.24040491693827512,1.6470904307511178,Ts65Dn,Memantine,C/S,t-SC-m
0.3201924526376111,0.6001967403897819,0.23053392440381112,1.7620640813664425,1.8500780356669795,0.12791246945867762,0.116892911,2.8023907348200034,0.21825099534068879,1.1981817381313413,0.4892776428938983,0.174447174,0.368130423543269,0.17012550149449263,0.7252728032262625,0.4003322575434951,0.992690970564299,1.2137901617867974,0.3486597181090188,0.36475544177131286,0.26184329641388765,0.3112686877011955,0.15408530756377556,0.7942724785959834,2.54455698952867,1.1491279685466196,0.2116171950812195,0.18550516298909406,0.5045168861769246,0.12889153257833091,0.4198181697727242,1.972845288002688,0.230360206,0.42082093621943256,0.34233543809650163,0.6424412597907325,0.34653040632725496,0.2850421156441934,0.4718247170955231,0.3069506586679255,0.26203532447132305,0.36942715707895873,0.15602797371476534,0.14174993981510167,0.7859313202001572,0.17232251568115445,0.9225878637290752,0.29089371907044237,0.80738627,1.143208716879246,0.10876901194883269,0.13689323328224332,0.16873781041611077,0.09509620301762843,0.1366909575742749,0.1180772643659497,0.1467595959869466,0.11681156266745543,0.25071781717365715,0.16083635940329322,0.4372141720206063,0.23890359517737667,1.4621767131168284,1.9825092304624807,0.12746422419126419,1.105911163579845,0.8719464508799583,0.18160409386286805,0.15572364555027357,0.13096438985083442,0.08504165220645615,0.11084148621612937,0.34884848841669,0.08771895127427003,0.17911262320356555,0.19186668329226605,1.9376118845215786,Ts65Dn,Saline,C/S,t-CS-m
